tree_id,score,px_xmin,px_ymin,px_xmax,px_ymax,crown_width_px,crown_height_px,crown_diameter_px,crown_width_m,crown_height_m,crown_diameter_m,geo_x,geo_y,mean_r,mean_g,mean_b,std_r,std_g,std_b,greenness_exg,vari,brightness,tile_idx,tile_origin_col,tile_origin_row
2047,0.4731,2696.0,2205.0,2733.0,2241.0,37.0,36.0,36.5,1.983,1.929,1.956,638509.587242,3863593.742653,135.5,149.2,60.9,28.5,30.7,16.0,101.94,0.0612,115.2,4,1920,1920
2048,0.4726,2243.0,3190.0,2278.0,3222.0,35.0,32.0,33.5,1.876,1.715,1.795,638485.257217,3863541.067274,160.5,156.1,78.6,28.2,29.2,28.4,73.1,-0.0186,131.7,4,1920,1920
2049,0.4724,2501.0,2234.0,2520.0,2254.0,19.0,20.0,19.5,1.018,1.072,1.045,638498.654807,3863592.617339,139.8,138.5,65.2,25.5,28.1,17.2,72.1,-0.0059,114.5,4,1920,1920
2050,0.4722,2993.0,2569.0,3028.0,2603.0,35.0,34.0,34.5,1.876,1.822,1.849,638525.449989,3863574.290809,139.4,148.3,65.9,28.0,27.3,35.3,91.36,0.0405,117.9,4,1920,1920
2051,0.4721,3403.0,2520.0,3442.0,2554.0,39.0,34.0,36.5,2.09,1.822,1.956,638547.529219,3863576.91654,127.2,130.9,50.3,23.5,26.7,18.2,84.34,0.0179,102.8,4,1920,1920
2052,0.4721,2183.0,2266.0,2215.0,2298.0,32.0,32.0,32.0,1.715,1.715,1.715,638481.961409,3863590.581058,120.3,121.0,56.0,30.1,31.2,19.8,65.79,0.0041,99.1,4,1920,1920
2053,0.472,3703.0,2389.0,3740.0,2422.0,37.0,33.0,35.0,1.983,1.768,1.876,638563.552737,3863583.963144,110.3,120.9,48.6,31.9,32.2,22.6,82.99,0.0583,93.3,4,1920,1920
2054,0.472,3710.0,2970.0,3742.0,3000.0,32.0,30.0,31.0,1.715,1.608,1.661,638563.793894,3863552.909857,100.1,114.2,41.0,26.4,27.9,15.1,87.16,0.0809,85.1,4,1920,1920
2055,0.4717,3450.0,3948.0,3477.0,3967.0,27.0,19.0,23.0,1.447,1.018,1.233,638549.726424,3863500.797135,99.0,108.2,35.8,20.4,21.9,14.6,81.64,0.0536,81.0,4,1920,1920
2056,0.4713,3327.0,3541.0,3353.0,3564.0,26.0,23.0,24.5,1.393,1.233,1.313,638543.108014,3863522.499605,117.8,120.8,40.0,25.8,24.1,16.8,83.95,0.0155,92.9,4,1920,1920
2057,0.4708,3847.0,2004.0,3878.0,2034.0,31.0,30.0,30.5,1.661,1.608,1.634,638571.108979,3863604.674267,134.1,125.8,116.9,31.2,34.4,41.0,0.52,-0.0585,125.6,4,1920,1920
2058,0.4707,2865.0,2582.0,2898.0,2613.0,33.0,31.0,32.0,1.768,1.661,1.715,638518.536832,3863573.674566,119.6,124.5,59.2,25.6,28.3,20.2,70.1,0.0262,101.1,4,1920,1920
2059,0.4704,2717.0,2795.0,2758.0,2834.0,41.0,39.0,40.0,2.197,2.09,2.144,638510.81982,3863562.046329,133.0,139.6,63.7,25.5,26.2,20.3,82.54,0.0317,112.1,4,1920,1920
2060,0.4702,2363.0,3219.0,2408.0,3257.0,45.0,38.0,41.5,2.411,2.036,2.224,638491.956012,3863539.352511,126.4,138.7,52.3,39.1,39.6,23.2,98.62,0.0577,105.8,4,1920,1920
2061,0.4702,2980.0,3240.0,3012.0,3266.0,32.0,26.0,29.0,1.715,1.393,1.554,638524.672929,3863538.548716,120.4,129.2,48.0,27.9,31.7,18.2,90.04,0.0436,99.2,4,1920,1920
2062,0.4696,2071.0,3712.0,2101.0,3746.0,30.0,34.0,32.0,1.608,1.822,1.715,638475.905698,3863513.041615,90.2,98.5,30.5,21.6,23.2,14.5,76.25,0.0521,73.1,4,1920,1920
2063,0.4692,3790.0,3872.0,3828.0,3903.0,38.0,31.0,34.5,2.036,1.661,1.849,638568.241894,3863504.54818,144.8,144.3,61.9,30.3,28.3,29.6,81.85,-0.0024,117.0,4,1920,1920
2064,0.4689,2505.0,3485.0,2533.0,3509.0,28.0,24.0,26.0,1.5,1.286,1.393,638499.110325,3863525.473648,115.6,128.3,41.3,29.9,31.2,20.7,99.62,0.0626,95.1,4,1920,1920
2065,0.4686,2443.0,2935.0,2477.0,2969.0,34.0,34.0,34.0,1.822,1.822,1.822,638495.948494,3863554.678206,124.4,130.6,52.9,30.4,27.8,23.0,83.81,0.0304,102.6,4,1920,1920
2066,0.4681,2356.0,2492.0,2380.0,2517.0,24.0,25.0,24.5,1.286,1.34,1.313,638491.018181,3863578.658096,125.5,133.7,59.0,29.6,30.4,20.6,82.93,0.0411,106.1,4,1920,1920
2067,0.4681,3182.0,3611.0,3210.0,3636.0,28.0,25.0,26.5,1.5,1.34,1.42,638535.391001,3863518.694975,106.9,115.0,43.3,18.9,21.9,14.6,79.79,0.0455,88.4,4,1920,1920
2068,0.4679,2982.0,2666.0,3008.0,2692.0,26.0,26.0,26.0,1.393,1.393,1.393,638524.619338,3863569.307279,177.7,180.4,159.2,26.5,28.9,33.8,23.95,0.0137,172.4,4,1920,1920
2069,0.4675,3702.0,3673.0,3723.0,3692.0,21.0,19.0,20.0,1.125,1.018,1.072,638563.070424,3863515.53338,132.7,138.6,67.0,28.5,27.0,20.2,77.41,0.0286,112.8,4,1920,1920
2070,0.467,2606.0,3345.0,2644.0,3382.0,38.0,37.0,37.5,2.036,1.983,2.01,638504.790904,3863532.627425,118.6,127.1,51.6,29.4,28.4,21.7,83.95,0.0437,99.1,4,1920,1920
2071,0.467,2837.0,2076.0,2882.0,2115.0,45.0,39.0,42.0,2.411,2.09,2.251,638517.357844,3863600.574912,114.6,121.9,52.8,32.5,33.2,20.0,76.43,0.0397,96.4,4,1920,1920
2072,0.4669,3269.0,3512.0,3309.0,3543.0,40.0,31.0,35.5,2.144,1.661,1.902,638540.374905,3863523.839264,187.5,180.6,171.1,31.7,38.9,41.8,2.47,-0.0353,179.7,4,1920,1920
2073,0.4663,2518.0,2773.0,2557.0,2809.0,39.0,36.0,37.5,2.09,1.929,2.01,638500.101747,3863563.305608,114.6,121.3,57.2,21.7,22.2,18.3,70.91,0.0377,97.7,4,1920,1920
2074,0.4663,3165.0,2310.0,3192.0,2335.0,27.0,25.0,26.0,1.447,1.34,1.393,638534.45317,3863588.410811,159.9,156.7,77.5,20.5,21.0,23.5,75.99,-0.0133,131.4,4,1920,1920
2075,0.4656,3188.0,2093.0,3211.0,2118.0,23.0,25.0,24.0,1.233,1.34,1.286,638535.578568,3863600.039048,136.7,138.9,60.6,29.8,26.3,28.6,80.56,0.0102,112.1,4,1920,1920
2076,0.4655,1978.0,2839.0,2007.0,2868.0,29.0,29.0,29.0,1.554,1.554,1.554,638470.894999,3863559.956461,101.7,106.4,41.5,26.2,28.0,15.9,69.72,0.0287,83.2,4,1920,1920
2077,0.4652,3478.0,2206.0,3517.0,2242.0,39.0,36.0,37.5,2.09,1.929,2.01,638551.548496,3863593.689066,125.6,124.4,58.7,28.6,27.2,22.7,64.58,-0.0062,102.9,4,1920,1920
2078,0.4651,3606.0,3050.0,3632.0,3076.0,26.0,26.0,26.0,1.393,1.393,1.393,638558.059725,3863548.730122,104.4,115.5,44.4,24.9,25.7,17.5,82.14,0.0632,88.1,4,1920,1920
2079,0.465,2569.0,2085.0,2603.0,2117.0,34.0,32.0,33.0,1.822,1.715,1.768,638502.70088,3863600.280187,142.4,147.9,64.1,24.7,24.2,19.1,89.35,0.0243,118.1,4,1920,1920
2080,0.4648,2726.0,3555.0,2760.0,3587.0,34.0,32.0,33.0,1.822,1.715,1.768,638511.114567,3863521.508258,105.4,111.1,35.9,25.7,27.3,16.7,80.72,0.0311,84.1,4,1920,1920
2081,0.4648,3616.0,3955.0,3647.0,3967.0,31.0,12.0,21.5,1.661,0.643,1.152,638558.729605,3863500.609583,128.3,133.1,48.1,22.7,24.6,18.7,89.66,0.0221,103.2,4,1920,1920
2082,0.4647,2226.0,2537.0,2259.0,2566.0,33.0,29.0,31.0,1.768,1.554,1.661,638484.29259,3863576.139538,129.3,137.7,47.6,26.1,26.3,17.3,98.41,0.038,104.9,4,1920,1920
2083,0.4636,3873.0,2143.0,3903.0,2171.0,30.0,28.0,29.0,1.608,1.5,1.554,638572.475533,3863597.279351,122.0,129.9,53.9,23.8,25.2,16.6,83.86,0.0397,101.9,4,1920,1920
2084,0.4634,3176.0,3226.0,3206.0,3259.0,30.0,33.0,31.5,1.608,1.768,1.688,638535.12305,3863539.111373,111.4,122.1,50.7,28.4,31.2,18.6,81.97,0.0584,94.7,4,1920,1920
2085,0.4634,2141.0,3050.0,2179.0,3089.0,38.0,39.0,38.5,2.036,2.09,2.063,638479.871385,3863548.381811,120.9,120.1,56.4,25.8,23.0,23.3,62.89,-0.0043,99.1,4,1920,1920
2086,0.4631,3567.0,3742.0,3594.0,3766.0,27.0,24.0,25.5,1.447,1.286,1.367,638555.996496,3863511.701957,114.3,121.3,41.8,25.8,26.1,18.7,86.46,0.0362,92.5,4,1920,1920
2087,0.4629,3749.0,2884.0,3782.0,2916.0,33.0,32.0,32.5,1.768,1.715,1.742,638565.910713,3863557.464696,107.0,116.4,41.2,23.8,23.1,17.0,84.62,0.0518,88.2,4,1920,1920
2088,0.4626,2476.0,3092.0,2514.0,3128.0,38.0,36.0,37.0,2.036,1.929,1.983,638497.824157,3863546.211564,122.9,126.2,62.9,33.5,37.9,21.8,66.65,0.0177,104.0,4,1920,1920
2089,0.4625,2283.0,2657.0,2308.0,2681.0,25.0,24.0,24.5,1.34,1.286,1.313,638487.132879,3863569.843142,111.1,120.6,47.9,27.8,28.1,21.0,82.14,0.0513,93.2,4,1920,1920
2090,0.4623,3645.0,2763.0,3675.0,2794.0,30.0,31.0,30.5,1.608,1.661,1.634,638560.25693,3863563.975437,99.7,112.8,46.9,27.8,29.1,16.0,79.0,0.0789,86.5,4,1920,1920
2091,0.4617,3331.0,3826.0,3366.0,3861.0,35.0,35.0,35.0,1.876,1.876,1.876,638543.563532,3863506.905979,127.5,132.6,53.7,25.3,24.4,24.0,83.98,0.0246,104.6,4,1920,1920
2092,0.4612,2629.0,3930.0,2667.0,3965.0,38.0,35.0,36.5,2.036,1.876,1.956,638506.023482,3863501.332999,116.2,122.4,51.6,26.5,26.0,31.9,77.01,0.0332,96.7,4,1920,1920
2093,0.4612,2733.0,3225.0,2754.0,3245.0,21.0,20.0,20.5,1.125,1.072,1.099,638511.141362,3863539.51327,131.3,142.2,53.0,27.4,27.0,17.7,100.05,0.0493,108.9,4,1920,1920
2094,0.4611,2884.0,2319.0,2928.0,2362.0,44.0,43.0,43.5,2.358,2.304,2.331,638519.849796,3863587.446257,112.2,120.9,47.9,28.3,28.4,17.9,81.77,0.047,93.7,4,1920,1920
2095,0.461,3367.0,2108.0,3403.0,2146.0,36.0,38.0,37.0,1.929,2.036,1.983,638545.51958,3863598.886942,126.1,128.0,58.3,22.6,22.2,25.6,71.65,0.0099,104.1,4,1920,1920
2096,0.4607,2398.0,3768.0,2423.0,3795.0,25.0,27.0,26.0,1.34,1.447,1.393,638493.295771,3863510.228332,173.0,161.3,141.8,35.4,33.3,37.6,7.87,-0.0607,158.7,4,1920,1920
2097,0.4589,2966.0,2691.0,2991.0,2718.0,25.0,27.0,26.0,1.34,1.447,1.393,638523.735097,3863567.940827,128.5,132.6,68.7,28.1,27.9,23.7,68.03,0.0213,109.9,4,1920,1920
2098,0.4587,3410.0,2873.0,3435.0,2896.0,25.0,23.0,24.0,1.34,1.233,1.286,638547.529219,3863558.295285,145.0,148.4,65.9,28.7,30.1,25.0,85.9,0.015,119.8,4,1920,1920
2099,0.4587,3862.0,3731.0,3888.0,3756.0,26.0,25.0,25.5,1.393,1.34,1.367,638571.778858,3863512.264613,92.1,99.6,38.2,26.9,26.5,14.5,68.83,0.0485,76.6,4,1920,1920
2100,0.4587,2785.0,3495.0,2814.0,3524.0,29.0,29.0,29.0,1.554,1.554,1.554,638514.142422,3863524.803818,104.9,116.0,42.5,27.8,28.6,17.2,84.78,0.0627,87.8,4,1920,1920
2101,0.4583,3695.0,2524.0,3726.0,2554.0,31.0,30.0,30.5,1.661,1.608,1.634,638562.963243,3863576.809367,121.4,131.9,54.5,31.9,28.8,24.7,87.97,0.0531,102.6,4,1920,1920
2102,0.4582,3401.0,3822.0,3426.0,3849.0,25.0,27.0,26.0,1.34,1.447,1.393,638547.046906,3863507.33467,140.2,139.6,69.0,30.1,27.8,28.2,69.92,-0.003,116.2,4,1920,1920
2103,0.458,3444.0,3484.0,3469.0,3506.0,25.0,22.0,23.5,1.34,1.179,1.259,638549.351291,3863525.58082,123.0,130.8,47.1,23.4,23.4,16.3,91.39,0.0375,100.3,4,1920,1920
2104,0.4579,2050.0,2978.0,2081.0,3010.0,31.0,32.0,31.5,1.661,1.715,1.688,638474.807096,3863552.42758,113.7,116.7,50.8,24.4,22.8,18.8,68.84,0.0165,93.7,4,1920,1920
2105,0.4577,3807.0,3046.0,3848.0,3081.0,41.0,35.0,38.0,2.197,1.876,2.036,638569.233316,3863548.703329,103.5,118.1,40.7,27.6,26.0,18.8,92.03,0.0806,87.4,4,1920,1920
2106,0.4569,3700.0,2219.0,3738.0,2258.0,38.0,39.0,38.5,2.036,2.09,2.063,638563.418762,3863592.912064,119.9,123.3,58.4,27.0,25.9,21.6,68.27,0.0183,100.5,4,1920,1920
2107,0.4566,3170.0,3172.0,3205.0,3212.0,35.0,40.0,37.5,1.876,2.144,2.01,638534.935483,3863541.817483,120.7,130.1,65.6,29.3,29.9,32.8,73.77,0.0504,105.5,4,1920,1920
2108,0.4562,2379.0,3420.0,2409.0,3432.0,30.0,12.0,21.0,1.608,0.643,1.125,638492.41153,3863529.278278,185.3,186.5,177.9,25.2,27.0,27.6,9.7,0.0057,183.2,4,1920,1920
2109,0.4561,2546.0,3353.0,2577.0,3381.0,31.0,28.0,29.5,1.661,1.5,1.581,638501.387916,3863532.439873,128.2,131.5,52.6,32.8,36.7,17.5,82.24,0.0161,104.1,4,1920,1920
2110,0.4558,3588.0,2812.0,3627.0,2848.0,39.0,36.0,37.5,2.09,1.929,2.01,638557.443436,3863561.215741,112.0,118.9,54.3,23.7,25.8,17.4,71.51,0.0389,95.1,4,1920,1920
2111,0.4557,2112.0,3655.0,2143.0,3678.0,31.0,23.0,27.0,1.661,1.233,1.447,638478.129698,3863516.390762,121.7,123.4,53.6,27.0,29.1,20.1,71.51,0.0089,99.6,4,1920,1920
2112,0.4556,3836.0,2223.0,3875.0,2256.0,39.0,33.0,36.0,2.09,1.768,1.929,638570.733846,3863592.858478,103.5,110.3,53.5,22.5,25.9,16.0,63.61,0.0423,89.1,4,1920,1920
2113,0.4555,2516.0,1936.0,2540.0,1960.0,24.0,24.0,24.0,1.286,1.286,1.286,638499.592639,3863608.478898,140.1,144.1,66.4,35.0,35.6,23.3,81.59,0.0183,116.9,4,1920,1920
2114,0.4551,1949.0,3072.0,1981.0,3101.0,32.0,29.0,30.5,1.715,1.554,1.634,638469.421264,3863547.470843,133.7,134.0,51.6,27.9,30.1,16.7,82.79,0.0015,106.4,4,1920,1920
2115,0.455,3931.0,2476.0,3966.0,2511.0,35.0,35.0,35.0,1.876,1.876,1.876,638575.71775,3863579.247546,113.5,121.1,49.7,27.4,27.3,15.7,79.05,0.0411,94.7,4,1920,1920
2116,0.4549,2445.0,3955.0,2474.0,3967.0,29.0,12.0,20.5,1.554,0.643,1.099,638495.921699,3863500.609583,104.2,107.6,48.1,35.8,32.1,30.3,62.97,0.021,86.6,4,1920,1920
2117,0.4548,2993.0,3790.0,3031.0,3825.0,38.0,35.0,36.5,2.036,1.876,1.956,638525.530375,3863508.835087,103.7,113.5,39.4,24.0,24.1,16.1,83.94,0.0553,85.6,4,1920,1920
2118,0.4544,2074.0,1922.0,2112.0,1956.0,38.0,34.0,36.0,2.036,1.822,1.929,638476.280831,3863608.961175,115.5,125.5,56.1,29.9,33.8,20.3,79.41,0.0541,99.0,4,1920,1920
2119,0.4541,2010.0,1920.0,2038.0,1943.0,28.0,23.0,25.5,1.5,1.233,1.367,638472.583096,3863609.363073,126.6,136.2,56.4,29.3,28.9,21.2,89.3,0.0463,106.4,4,1920,1920
2120,0.454,3759.0,3639.0,3788.0,3669.0,29.0,30.0,29.5,1.554,1.608,1.581,638566.339436,3863517.060591,122.5,128.9,53.5,26.6,23.6,19.6,81.8,0.0325,101.6,4,1920,1920
2121,0.4533,2376.0,2094.0,2404.0,2121.0,28.0,27.0,27.5,1.5,1.447,1.474,638492.197169,3863599.931876,101.6,117.1,52.1,20.3,22.3,14.7,80.59,0.0934,90.3,4,1920,1920
2122,0.4527,3924.0,2795.0,3964.0,2831.0,40.0,36.0,38.0,2.144,1.929,2.036,638575.476593,3863562.126708,110.7,122.1,44.6,29.1,28.0,17.6,88.76,0.0603,92.5,4,1920,1920
2123,0.4522,3136.0,3287.0,3166.0,3319.0,30.0,32.0,31.0,1.608,1.715,1.661,638532.979435,3863535.869399,103.5,115.1,50.4,20.9,21.9,17.1,76.3,0.0687,89.7,4,1920,1920
2124,0.4516,3572.0,2743.0,3592.0,2764.0,20.0,21.0,20.5,1.072,1.125,1.099,638556.076882,3863565.315096,119.9,132.5,53.9,30.4,29.7,19.5,91.25,0.0638,102.1,4,1920,1920
2125,0.4515,2746.0,2173.0,2785.0,2207.0,39.0,34.0,36.5,2.09,1.822,1.956,638512.32035,3863595.511002,130.5,137.7,66.7,27.6,31.7,19.4,78.37,0.0362,111.6,4,1920,1920
2126,0.4511,2496.0,3163.0,2532.0,3197.0,36.0,34.0,35.0,1.929,1.822,1.876,638498.842374,3863542.460519,104.6,115.1,43.8,28.9,29.8,20.4,81.75,0.0595,87.8,4,1920,1920
2127,0.4508,2285.0,2332.0,2320.0,2369.0,35.0,37.0,36.0,1.876,1.983,1.929,638487.508012,3863586.910393,123.5,128.5,64.6,26.9,29.5,20.5,69.01,0.027,105.5,4,1920,1920
2128,0.4503,2272.0,2832.0,2311.0,2866.0,39.0,34.0,36.5,2.09,1.822,1.956,638486.918518,3863560.1976,93.5,101.7,41.4,22.9,26.0,16.8,68.51,0.0532,78.9,4,1920,1920
2129,0.4503,2093.0,3617.0,2124.0,3640.0,31.0,23.0,27.0,1.661,1.233,1.447,638477.111481,3863518.427043,129.0,132.9,51.3,30.7,33.4,24.2,85.47,0.0184,104.4,4,1920,1920
2130,0.4502,2945.0,2313.0,2976.0,2345.0,31.0,32.0,31.5,1.661,1.715,1.688,638522.770471,3863588.0625,117.8,125.9,55.9,30.5,32.2,21.7,78.08,0.0433,99.8,4,1920,1920
2131,0.4501,2299.0,3932.0,2324.0,3959.0,25.0,27.0,26.0,1.34,1.447,1.393,638487.990325,3863501.440171,116.2,116.5,56.4,21.0,23.7,20.1,60.52,0.002,96.4,4,1920,1920
2132,0.4493,3079.0,2866.0,3121.0,2899.0,42.0,33.0,37.5,2.251,1.768,2.01,638530.246327,3863558.402457,114.3,124.6,46.7,33.4,33.3,19.4,88.06,0.0532,95.2,4,1920,1920
2133,0.4493,2415.0,3083.0,2443.0,3108.0,28.0,25.0,26.5,1.5,1.34,1.42,638494.287193,3863546.988566,123.8,135.6,53.5,27.9,27.2,19.5,93.92,0.0574,104.3,4,1920,1920
2134,0.4491,3366.0,2426.0,3410.0,2464.0,44.0,38.0,41.0,2.358,2.036,2.197,638545.680351,3863581.846484,112.7,118.7,45.9,27.6,28.9,16.1,78.83,0.0324,92.4,4,1920,1920
2135,0.4488,3948.0,3903.0,3967.0,3919.0,19.0,16.0,17.5,1.018,0.857,0.938,638576.200063,3863503.2889,73.1,90.5,26.2,23.8,23.5,9.1,81.71,0.1264,63.3,4,1920,1920
2136,0.4485,2715.0,1943.0,2757.0,1981.0,42.0,38.0,40.0,2.251,2.036,2.144,638510.739434,3863607.728689,127.8,136.3,53.7,27.5,27.7,17.3,91.23,0.0406,105.9,4,1920,1920
2137,0.4484,3053.0,3751.0,3084.0,3781.0,31.0,30.0,30.5,1.661,1.608,1.634,638528.55823,3863511.058921,95.3,107.1,36.2,24.2,25.7,18.0,82.77,0.0711,79.5,4,1920,1920
2138,0.4481,3101.0,2103.0,3128.0,2134.0,27.0,31.0,29.0,1.447,1.661,1.554,638531.023387,3863599.342426,109.0,114.7,51.5,31.6,29.3,23.8,68.91,0.0331,91.7,4,1920,1920
2139,0.4476,3918.0,2752.0,3957.0,2789.0,39.0,37.0,38.0,2.09,1.983,2.036,638575.128256,3863564.404128,115.3,120.6,54.0,24.6,30.5,17.6,71.86,0.0288,96.6,4,1920,1920
2140,0.4476,2438.0,2251.0,2478.0,2287.0,40.0,36.0,38.0,2.144,1.929,2.036,638495.841313,3863591.277681,145.0,141.6,72.0,30.3,39.0,20.3,66.13,-0.0159,119.5,4,1920,1920
2141,0.4474,3371.0,2994.0,3400.0,3019.0,29.0,25.0,27.0,1.554,1.34,1.447,638545.546375,3863551.75775,158.2,159.6,75.5,30.5,29.6,25.2,85.49,0.0057,131.1,4,1920,1920
2142,0.4472,2921.0,3285.0,2962.0,3322.0,41.0,37.0,39.0,2.197,1.983,2.09,638521.752254,3863535.842606,112.5,125.5,48.5,24.6,24.6,16.4,90.08,0.0689,95.5,4,1920,1920
2143,0.4471,3259.0,3699.0,3292.0,3729.0,33.0,30.0,31.5,1.768,1.608,1.688,638539.651435,3863513.845411,160.4,160.2,46.7,33.7,30.9,19.7,113.23,-0.0009,122.5,4,1920,1920
2144,0.447,3061.0,2272.0,3088.0,2298.0,27.0,26.0,26.5,1.447,1.393,1.42,638528.879772,3863590.420299,104.0,112.5,49.8,32.5,32.3,21.0,71.22,0.051,88.8,4,1920,1920
2145,0.4464,3045.0,2381.0,3080.0,2418.0,35.0,37.0,36.0,1.876,1.983,1.929,638528.236688,3863584.284663,148.4,146.1,70.4,33.8,38.0,24.6,73.42,-0.0101,121.6,4,1920,1920
2146,0.4463,3854.0,2190.0,3874.0,2209.0,20.0,19.0,19.5,1.072,1.018,1.045,638571.189364,3863595.001932,140.2,126.3,121.1,32.6,34.3,34.9,-8.71,-0.0956,129.2,4,1920,1920
2147,0.4462,3703.0,3844.0,3730.0,3868.0,27.0,24.0,25.5,1.447,1.286,1.367,638563.284786,3863506.236149,115.8,123.6,46.0,25.0,24.8,21.7,85.41,0.0403,95.2,4,1920,1920
2148,0.4461,2063.0,2189.0,2097.0,2220.0,34.0,31.0,32.5,1.822,1.661,1.742,638475.584156,3863594.734,122.7,128.7,52.4,28.8,31.8,20.5,82.22,0.0299,101.3,4,1920,1920
2149,0.4454,1922.0,2989.0,1954.0,3024.0,32.0,35.0,33.5,1.715,1.876,1.795,638467.974324,3863551.75775,116.9,126.7,46.1,20.5,20.7,20.1,90.44,0.0496,96.6,4,1920,1920
2150,0.4452,3475.0,3708.0,3503.0,3733.0,28.0,25.0,26.5,1.5,1.34,1.42,638551.092978,3863513.497099,103.8,114.0,33.0,19.1,19.9,15.4,91.18,0.0551,83.6,4,1920,1920
2151,0.4451,2840.0,3513.0,2875.0,3546.0,35.0,33.0,34.0,1.876,1.768,1.822,638517.250663,3863523.732091,119.4,122.2,43.7,31.1,36.1,20.4,81.29,0.014,95.1,4,1920,1920
2152,0.445,2647.0,3167.0,2676.0,3197.0,29.0,30.0,29.5,1.554,1.608,1.581,638506.746952,3863542.353347,126.8,131.0,51.3,31.2,30.6,20.2,83.85,0.0202,103.0,4,1920,1920
2153,0.4449,3029.0,3178.0,3065.0,3214.0,36.0,36.0,36.0,1.929,1.929,1.929,638527.406037,3863541.603138,122.7,129.6,57.9,38.6,42.4,23.4,78.66,0.0354,103.4,4,1920,1920
2154,0.4447,3516.0,3168.0,3538.0,3189.0,22.0,21.0,21.5,1.179,1.125,1.152,638553.129412,3863542.540899,146.5,151.9,64.4,28.5,22.2,24.1,92.84,0.0227,120.9,4,1920,1920
2155,0.4444,2092.0,2356.0,2127.0,2389.0,35.0,33.0,34.0,1.876,1.768,1.822,638477.165072,3863585.731494,133.4,137.1,61.3,32.5,33.3,23.5,79.52,0.0178,110.6,4,1920,1920
2156,0.4441,3409.0,2727.0,3433.0,2751.0,24.0,24.0,24.0,1.286,1.286,1.286,638547.448833,3863566.092098,103.0,111.2,45.4,19.1,19.7,15.0,74.11,0.0488,86.5,4,1920,1920
2157,0.4441,3434.0,3910.0,3464.0,3920.0,30.0,10.0,20.0,1.608,0.536,1.072,638548.949363,3863503.074555,119.1,117.1,66.2,29.2,32.6,24.2,48.98,-0.0115,100.8,4,1920,1920
2158,0.4437,2299.0,3774.0,2338.0,3810.0,39.0,36.0,37.5,2.09,1.929,2.01,638488.365458,3863509.665676,114.3,117.3,35.2,25.1,25.1,16.8,85.19,0.0155,88.9,4,1920,1920
2159,0.4437,2025.0,1961.0,2046.0,1982.0,21.0,21.0,21.0,1.125,1.125,1.125,638473.199385,3863607.219619,116.7,123.0,48.5,27.3,31.4,16.5,80.79,0.0331,96.1,4,1920,1920
2160,0.4433,2456.0,3646.0,2492.0,3685.0,36.0,39.0,37.5,1.929,2.09,2.01,638496.698759,3863516.444348,196.2,191.6,169.7,33.4,35.8,51.0,17.26,-0.021,185.8,4,1920,1920
2161,0.4427,3290.0,3752.0,3316.0,3774.0,26.0,22.0,24.0,1.393,1.179,1.286,638541.12517,3863511.21968,88.7,100.9,36.8,20.0,22.5,12.3,76.32,0.0799,75.5,4,1920,1920
2162,0.4423,2391.0,2420.0,2421.0,2451.0,30.0,31.0,30.5,1.608,1.661,1.634,638493.054614,3863582.355554,114.6,122.6,49.3,24.5,25.8,16.2,81.29,0.0427,95.5,4,1920,1920
2163,0.4421,2631.0,2193.0,2662.0,2223.0,31.0,30.0,30.5,1.661,1.608,1.634,638505.943097,3863594.546448,144.0,153.0,69.7,34.3,35.1,23.3,92.32,0.0397,122.3,4,1920,1920
2164,0.4417,3665.0,3753.0,3690.0,3779.0,25.0,26.0,25.5,1.34,1.393,1.367,638561.194761,3863511.058921,135.8,141.2,55.8,33.3,29.3,29.1,90.94,0.0247,110.9,4,1920,1920
2165,0.4417,2650.0,3213.0,2676.0,3239.0,26.0,26.0,26.0,1.393,1.393,1.393,638506.827338,3863539.995547,125.3,128.0,57.7,31.9,34.9,21.2,73.14,0.0142,103.7,4,1920,1920
2166,0.4412,3905.0,3403.0,3950.0,3440.0,45.0,37.0,41.0,2.411,1.983,2.197,638574.592352,3863529.519417,127.0,134.4,51.7,28.3,29.0,18.9,90.03,0.0352,104.4,4,1920,1920
2167,0.441,2617.0,2039.0,2656.0,2077.0,39.0,38.0,38.5,2.09,2.036,2.063,638505.407193,3863602.5844,122.2,132.0,58.3,29.1,30.9,19.6,83.5,0.05,104.2,4,1920,1920
2168,0.441,3829.0,2510.0,3852.0,2537.0,23.0,27.0,25.0,1.233,1.447,1.34,638569.929991,3863577.639956,128.1,137.1,58.9,25.5,27.9,18.0,87.22,0.0437,108.1,4,1920,1920
2169,0.4406,3583.0,2977.0,3605.0,2998.0,22.0,21.0,21.5,1.179,1.125,1.152,638556.719966,3863552.775891,100.0,113.2,43.8,26.4,28.3,15.5,82.61,0.0779,85.7,4,1920,1920
2170,0.4403,2408.0,3364.0,2430.0,3385.0,22.0,21.0,21.5,1.179,1.125,1.152,638493.751289,3863532.037975,152.3,156.8,57.4,22.3,22.6,15.6,103.96,0.018,122.2,4,1920,1920
2171,0.44,3328.0,2192.0,3365.0,2225.0,37.0,33.0,35.0,1.983,1.768,1.876,638543.456351,3863594.519655,119.2,120.8,51.9,22.6,26.3,17.3,70.51,0.0085,97.3,4,1920,1920
2172,0.44,2267.0,3236.0,2294.0,3261.0,27.0,25.0,26.0,1.447,1.34,1.393,638486.329024,3863538.789855,127.4,133.6,58.0,34.2,34.2,23.8,81.73,0.0306,106.3,4,1920,1920
